experiment,n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
random,195,6435,epithermal_only,0.0001481441,0.985231,1.95741746%,0.0001590241,0.984313,2.03961839,0.0000439011,0.989537,1.13660218,0.996204,0.0000326337,1.01790465,0.988810,0.0001066095,1.61317238,0.988619,0.0001081783,1.62758307,0.982378,0.0001843913,2.25556432,0.982632,0.0001798164,2.21504648,0.982617,0.0001808970,2.20856796,0.997635,0.0000086003,0.55322776,0.991855,0.0000326154,0.99002659,0.991924,0.0000328806,0.98082035,0.988777,0.0000474456,1.20072747,0.988417,0.0000495955,1.19615280,0.988356,0.0000496588,1.22416455,0.0001475608,0.985556,1.97390912,0.995677,0.0000388588,1.10410559,0.988952,0.0001080839,1.64593733,0.989593,0.0000992065,1.59106227,0.984044,0.0001680371,2.14894811,0.984386,0.0001642207,2.14096315,0.983850,0.0001673582,2.11252501,done
random,195,6435,fast_only,0.0004467732,0.967638,2.87035273%,0.0004865551,0.965812,3.03635941,0.0000743441,0.984471,1.19838902,0.996651,0.0000381394,1.06865692,0.977427,0.0002995968,2.19463668,0.976925,0.0003027411,2.20972426,0.961417,0.0005683375,3.43617412,0.960353,0.0005736333,3.44112299,0.961430,0.0005630836,3.35416476,0.996427,0.0000122174,0.65032672,0.990033,0.0000455201,0.91166730,0.988723,0.0000504575,0.97005101,0.982065,0.0000875352,1.36638860,0.981713,0.0000869747,1.34458308,0.982625,0.0000841805,1.25865063,0.0004193039,0.969769,2.88047549,0.995822,0.0000515622,1.25527799,0.979935,0.0002694780,2.18855126,0.980352,0.0002508598,2.11889677,0.965832,0.0004884547,3.22876898,0.965525,0.0004905924,3.23204490,0.965263,0.0004859205,3.15092511,done
random,195,6435,keff,0.0000004695,0.881352,0.04856180%,0.0000004715,0.876689,0.04877690,0.0000004792,0.915084,0.04795865,0.899024,0.0000002625,0.03670003,0.878341,0.0000003838,0.04374758,0.881275,0.0000003835,0.04317063,0.858307,0.0000005091,0.05143308,0.840474,0.0000005956,0.05561082,0.872933,0.0000004666,0.04858345,0.848896,0.0000006689,0.06190891,0.903382,0.0000004578,0.04620227,0.902634,0.0000004390,0.04763851,0.896129,0.0000005705,0.04898234,0.908810,0.0000004245,0.04763354,0.907830,0.0000004657,0.04713900,0.0000004916,0.872560,0.05002468,0.862162,0.0000003499,0.04288152,0.871374,0.0000003803,0.04478312,0.880610,0.0000003707,0.04339294,0.849655,0.0000005485,0.05280379,0.844181,0.0000006089,0.05605682,0.869999,0.0000004938,0.05017403,done
random,195,6435,thermal_only,0.0017118140,0.980055,5.46579011%,0.0018171303,0.979196,5.64194252,0.0003581752,0.993759,2.61354764,0.994718,0.0005186893,3.15820154,0.987132,0.0011997739,4.47785215,0.986890,0.0013020694,4.58614362,0.974913,0.0019532550,6.04499509,0.974367,0.0021925580,6.22504362,0.975042,0.0020470300,6.09580718,0.988608,0.0002375674,2.35777148,0.994533,0.0002669783,2.37429157,0.995551,0.0002614363,2.26389519,0.992004,0.0003930568,2.73050374,0.993273,0.0004163750,2.80185551,0.993187,0.0003843305,2.67853317,0.0017587499,0.978949,5.90977055,0.992432,0.0007840440,3.82418717,0.985534,0.0013228630,4.95541700,0.984740,0.0014399944,5.04364963,0.975595,0.0018301837,6.13628360,0.975267,0.0020366253,6.38880594,0.975143,0.0019171363,6.33819338,done
random,195,6435,total,0.0000628885,0.988595,1.32477471%,0.0000660696,0.988141,1.36362472,0.0000295745,0.988448,0.89276702,0.996121,0.0000177910,0.74958324,0.990826,0.0000486035,1.11299866,0.991781,0.0000415189,1.06014718,0.985784,0.0000849535,1.58240849,0.987437,0.0000689709,1.44098382,0.987247,0.0000732057,1.45142461,0.997481,0.0000058654,0.44906998,0.991617,0.0000207747,0.73863822,0.991136,0.0000217284,0.78328179,0.987285,0.0000334355,0.95511201,0.987268,0.0000325560,0.94688883,0.987080,0.0000336776,0.95937971,0.0000609830,0.989278,1.30998062,0.995348,0.0000225455,0.84174485,0.991402,0.0000469981,1.10219479,0.992792,0.0000369324,1.01329296,0.986917,0.0000796797,1.52401270,0.989340,0.0000604133,1.35876698,0.988338,0.0000678115,1.38587767,done
random,208,6864,epithermal_only,0.0001457813,0.985467,1.87815400%,0.0001442862,0.985766,1.88630069,0.0000386323,0.990886,1.01383919,0.996828,0.0000273248,0.93556575,0.990200,0.0000933832,1.45142016,0.990089,0.0000942046,1.46446112,0.983857,0.0001689198,2.11121962,0.983899,0.0001666669,2.08535673,0.984221,0.0001641875,2.03911447,0.997705,0.0000085811,0.51297029,0.993193,0.0000275628,0.85357911,0.993464,0.0000270204,0.84417911,0.989963,0.0000428185,1.09432094,0.989402,0.0000457989,1.09827282,0.990008,0.0000430205,1.08309396,0.0001368640,0.986603,1.83368583,0.996282,0.0000334144,1.02411085,0.990270,0.0000952304,1.46095505,0.990422,0.0000912290,1.46203278,0.985283,0.0001550311,2.01297005,0.985229,0.0001553466,2.02067849,0.984920,0.0001562779,1.96636258,done
random,208,6864,fast_only,0.0004436295,0.967841,2.89119909%,0.0004752936,0.966590,3.01213687,0.0000805536,0.982637,1.21488398,0.996743,0.0000370376,1.06643526,0.978153,0.0002898172,2.16343783,0.977762,0.0002916442,2.17459930,0.962020,0.0005592405,3.41879538,0.961278,0.0005600610,3.40624407,0.962277,0.0005504998,3.33597470,0.992123,0.0000250937,0.75418236,0.987169,0.0000551761,0.99154170,0.985612,0.0000610153,1.06363041,0.979790,0.0000952658,1.37782354,0.980631,0.0000901848,1.29644837,0.981464,0.0000879755,1.25588908,0.0004169798,0.969922,2.87061054,0.995860,0.0000513744,1.23322278,0.980067,0.0002675529,2.16052223,0.980019,0.0002549837,2.12454587,0.966354,0.0004806971,3.19766010,0.965867,0.0004854748,3.22975824,0.965297,0.0004852490,3.14979555,done
random,208,6864,keff,0.0000004729,0.880504,0.04800013%,0.0000004736,0.876140,0.04844245,0.0000004696,0.916794,0.04354487,0.896978,0.0000002679,0.03705789,0.884918,0.0000003631,0.04160513,0.885380,0.0000003702,0.04202293,0.846340,0.0000005521,0.05291079,0.828891,0.0000006388,0.05790483,0.880136,0.0000004402,0.04684475,0.815153,0.0000008183,0.07115394,0.891903,0.0000005122,0.04815946,0.912229,0.0000003957,0.04265883,0.889098,0.0000006091,0.04490698,0.913315,0.0000004035,0.04331285,0.918027,0.0000004142,0.03943621,0.0000005081,0.868294,0.05024985,0.876690,0.0000003130,0.04059205,0.878804,0.0000003584,0.04200186,0.879614,0.0000003738,0.04269397,0.834616,0.0000006034,0.05529040,0.827065,0.0000006757,0.05922036,0.871642,0.0000004876,0.04931975,done
random,208,6864,thermal_only,0.0017784415,0.979354,5.25811538%,0.0018691843,0.978667,5.37288442,0.0004194319,0.992741,2.65839423,0.995908,0.0004037217,2.68572097,0.987153,0.0012051666,4.16239452,0.986934,0.0013044343,4.26482930,0.973758,0.0020492098,5.84167521,0.973850,0.0022414295,5.99512564,0.974166,0.0021247599,5.82414703,0.994632,0.0001238168,1.88232397,0.994315,0.0002822321,2.33848126,0.995167,0.0002881341,2.26363233,0.990401,0.0004783874,2.92723954,0.991630,0.0005142005,2.94305225,0.991944,0.0004567036,2.68454003,0.0018091507,0.978455,5.60029471,0.993585,0.0006679782,3.16008169,0.986734,0.0012279482,4.54082335,0.984974,0.0014367642,4.57099992,0.974772,0.0019038928,5.91075863,0.973751,0.0021666450,6.22913869,0.974193,0.0019963070,6.03091834,done
random,208,6864,total,0.0000563607,0.989778,1.26114262%,0.0000595685,0.989308,1.30260419,0.0000250513,0.990231,0.83786474,0.996691,0.0000152325,0.71289566,0.991872,0.0000430741,1.04917763,0.992790,0.0000364306,1.00147547,0.987068,0.0000772811,1.51427820,0.988551,0.0000628198,1.39213725,0.988506,0.0000659920,1.38599478,0.996887,0.0000072654,0.48857520,0.992303,0.0000190893,0.72668043,0.992645,0.0000180418,0.70239103,0.989166,0.0000285550,0.90597326,0.989197,0.0000276727,0.87966082,0.989355,0.0000277946,0.89423924,0.0000582485,0.989768,1.27814622,0.996398,0.0000174021,0.75640618,0.992160,0.0000428454,1.05026570,0.993032,0.0000356120,0.99906577,0.987641,0.0000754481,1.48026924,0.989556,0.0000592244,1.34528042,0.988786,0.0000652556,1.35612644,done
random,221,7293,epithermal_only,0.0001388583,0.986159,1.86020262%,0.0001410884,0.986087,1.88368842,0.0000419051,0.990162,1.05527984,0.996671,0.0000286596,0.89676880,0.989992,0.0000953613,1.45989219,0.989966,0.0000953905,1.47077968,0.984283,0.0001645374,2.10522361,0.984432,0.0001612411,2.07483079,0.984713,0.0001591315,2.03849461,0.997604,0.0000089609,0.57560672,0.993258,0.0000274456,0.84735250,0.992998,0.0000290178,0.83835977,0.988837,0.0000479116,1.16020491,0.988687,0.0000491870,1.13753065,0.989101,0.0000471219,1.14328047,0.0001408010,0.986217,1.86131177,0.996112,0.0000350327,1.05259615,0.989741,0.0001003261,1.52256464,0.990413,0.0000913507,1.47463090,0.984823,0.0001599266,2.02303202,0.984873,0.0001590081,2.03099001,0.984469,0.0001609527,2.00503726,done
random,221,7293,fast_only,0.0004182626,0.969705,2.77579840%,0.0004556079,0.967987,2.93515911,0.0000737314,0.984759,1.20845471,0.996929,0.0000349710,1.05549689,0.978671,0.0002831266,2.10577384,0.978149,0.0002867293,2.13444720,0.963971,0.0005307468,3.32763208,0.962826,0.0005378408,3.34171023,0.963986,0.0005257618,3.23565132,0.992914,0.0000255270,0.93622462,0.989246,0.0000489844,1.02685770,0.987682,0.0000552199,1.09926589,0.982954,0.0000844365,1.27817473,0.982793,0.0000832280,1.28121214,0.983255,0.0000820671,1.25683042,0.0004160258,0.970003,2.78871566,0.996305,0.0000456645,1.19170491,0.980308,0.0002644992,2.09054907,0.980042,0.0002548715,2.06143013,0.965587,0.0004916042,3.13404812,0.965865,0.0004858069,3.14912978,0.965792,0.0004785384,3.04451653,done
random,221,7293,keff,0.0000004804,0.878614,0.04815488%,0.0000004696,0.877177,0.04821580,0.0000006473,0.885301,0.05046813,0.889315,0.0000002878,0.03956129,0.883081,0.0000003689,0.04196090,0.884733,0.0000003723,0.04245043,0.844532,0.0000005586,0.05326129,0.835160,0.0000006154,0.05670826,0.881971,0.0000004334,0.04617479,0.792573,0.0000009183,0.06644713,0.876341,0.0000005859,0.04375300,0.876456,0.0000005570,0.04434746,0.854140,0.0000008012,0.05485226,0.859395,0.0000006545,0.05670668,0.882285,0.0000005948,0.04810382,0.0000005029,0.869648,0.05015928,0.874810,0.0000003178,0.04145156,0.876301,0.0000003658,0.04238070,0.879994,0.0000003727,0.04306276,0.831175,0.0000006160,0.05609175,0.830449,0.0000006625,0.05894528,0.875986,0.0000004711,0.04848646,done
random,221,7293,thermal_only,0.0016111304,0.981245,5.11850287%,0.0017328456,0.980174,5.34208028,0.0003616404,0.993657,2.46244248,0.995380,0.0004463228,2.93887351,0.987805,0.0011385363,4.17540479,0.987851,0.0012084969,4.28916010,0.975583,0.0019012778,5.80622179,0.975949,0.0020585783,5.93236250,0.976049,0.0019658594,5.75500088,0.990832,0.0001914369,2.20191815,0.994847,0.0002510770,2.13316953,0.995730,0.0002490378,2.17067122,0.991364,0.0004228294,2.75540789,0.993446,0.0004034801,2.58631170,0.992855,0.0003986982,2.48275027,0.0017317840,0.979335,5.62359473,0.994372,0.0005810318,3.36938630,0.986406,0.0012496920,4.67292935,0.985990,0.0013316099,4.78467379,0.975117,0.0018681000,5.92642809,0.975452,0.0020260271,6.13379017,0.975341,0.0019068058,6.00207979,done
random,221,7293,total,0.0000563762,0.989784,1.25782555%,0.0000596957,0.989299,1.30276793,0.0000260593,0.989856,0.82559934,0.996838,0.0000145622,0.67250415,0.991953,0.0000426630,1.04824534,0.992931,0.0000357291,0.98637149,0.986965,0.0000780283,1.53420874,0.988607,0.0000626177,1.37620624,0.988430,0.0000664960,1.39315670,0.997225,0.0000064419,0.44329072,0.992904,0.0000176473,0.65507344,0.992619,0.0000181129,0.65956226,0.988271,0.0000309936,0.91427010,0.988379,0.0000297869,0.92046241,0.988986,0.0000288159,0.87787913,0.0000589371,0.989650,1.28439237,0.995842,0.0000201819,0.79509466,0.991786,0.0000448350,1.08417151,0.992926,0.0000362701,0.99437253,0.987525,0.0000762185,1.48482171,0.989600,0.0000589388,1.32997277,0.988693,0.0000657922,1.36571045,done
random,234,7722,epithermal_only,0.0001456092,0.985486,1.90695931%,0.0001563789,0.984592,1.98638554,0.0000484260,0.988458,1.18182304,0.996745,0.0000280794,0.93505818,0.989193,0.0001031328,1.52885387,0.988963,0.0001050438,1.54088781,0.982682,0.0001814210,2.21236666,0.982810,0.0001781479,2.18706701,0.982863,0.0001785253,2.16167466,0.994159,0.0000218457,0.83935763,0.990635,0.0000375854,1.05915623,0.990615,0.0000383038,1.06005085,0.987893,0.0000511290,1.22100958,0.987356,0.0000540933,1.22437902,0.987464,0.0000534434,1.25097024,0.0001425641,0.986050,1.90532998,0.996125,0.0000350828,1.02964522,0.989037,0.0001073271,1.59176998,0.990136,0.0000940186,1.51429086,0.984701,0.0001611945,2.07447390,0.984651,0.0001614165,2.08151675,0.984494,0.0001607365,2.04074558,done
random,234,7722,fast_only,0.0004510354,0.967310,2.88033315%,0.0004913312,0.965464,3.05154584,0.0000740947,0.984375,1.18477028,0.996763,0.0000368515,1.11099962,0.977151,0.0003031736,2.19675267,0.976548,0.0003076134,2.22231564,0.961158,0.0005719528,3.43553598,0.959808,0.0005812631,3.48264375,0.961086,0.0005678862,3.36705514,0.995110,0.0000170815,0.79079209,0.988989,0.0000491990,1.00652831,0.987907,0.0000532810,1.04571394,0.982713,0.0000838507,1.25676126,0.981969,0.0000850717,1.27855435,0.982587,0.0000837158,1.24048036,0.0004195537,0.969736,2.85010843,0.995694,0.0000532564,1.26081925,0.979356,0.0002771502,2.18133619,0.979783,0.0002579277,2.09398468,0.965612,0.0004912028,3.18117223,0.965016,0.0004977095,3.24112333,0.965912,0.0004766201,3.09691227,done
random,234,7722,keff,0.0000004019,0.898437,0.04448759%,0.0000004007,0.895203,0.04464085,0.0000004554,0.919298,0.04534729,0.911179,0.0000002309,0.03456095,0.903698,0.0000003038,0.03802285,0.906300,0.0000003026,0.03840812,0.874057,0.0000004525,0.04829164,0.862561,0.0000005131,0.05130404,0.891697,0.0000003977,0.04460744,0.736933,0.0000011646,0.08335303,0.884988,0.0000005449,0.05066672,0.876824,0.0000005553,0.05473904,0.911249,0.0000004875,0.04461948,0.931688,0.0000003180,0.03814620,0.923618,0.0000003859,0.04124088,0.0000004457,0.884468,0.04710786,0.901337,0.0000002505,0.03580131,0.892459,0.0000003180,0.03934765,0.900060,0.0000003103,0.03904689,0.857500,0.0000005199,0.05179002,0.853143,0.0000005738,0.05394521,0.881923,0.0000004485,0.04756716,done
random,234,7722,thermal_only,0.0016346208,0.980968,5.07759868%,0.0017637592,0.979814,5.31261242,0.0003116092,0.994623,2.30627039,0.996222,0.0003658393,2.78777513,0.987965,0.0011235715,4.11772684,0.987826,0.0012113421,4.25253585,0.975405,0.0019151954,5.76825258,0.975154,0.0021253673,5.92287497,0.975360,0.0020212654,5.74171821,0.987550,0.0002448539,2.35227968,0.994932,0.0002449448,2.10660023,0.996140,0.0002259312,2.04519676,0.993362,0.0003374305,2.46270190,0.993660,0.0003881517,2.59526575,0.994502,0.0003167712,2.23330412,0.0016463843,0.980340,5.46543886,0.994094,0.0006092186,3.42548535,0.987262,0.0011698209,4.47515366,0.986272,0.0013049503,4.62990683,0.976440,0.0017712337,5.80401423,0.976348,0.0019504011,5.99130130,0.976802,0.0017913328,5.81238286,done
random,234,7722,total,0.0000621561,0.988763,1.30322828%,0.0000662040,0.988165,1.35573507,0.0000264531,0.989682,0.83259125,0.996733,0.0000151385,0.70257136,0.990971,0.0000480098,1.08089561,0.992220,0.0000394756,1.01300937,0.985720,0.0000856661,1.58452687,0.987356,0.0000697170,1.44679115,0.987168,0.0000739462,1.45609650,0.996571,0.0000080140,0.52047221,0.992372,0.0000189417,0.68831607,0.992290,0.0000189403,0.69694174,0.988691,0.0000297460,0.89684128,0.988229,0.0000301371,0.91947649,0.988695,0.0000295092,0.87634176,0.0000594537,0.989571,1.28445170,0.996446,0.0000172386,0.73263777,0.991599,0.0000459368,1.07205796,0.993117,0.0000352910,0.98683139,0.987592,0.0000757745,1.47028592,0.989114,0.0000618081,1.36593892,0.988643,0.0000662055,1.36693193,done
