experiment,n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
selected,195,6435,total,0.0000551757,0.989997,1.20247448%,0.0000581899,0.989559,1.24036788,0.0000245337,0.990425,0.80768893,0.996814,0.0000147623,0.68762993,0.991907,0.0000428992,1.01223041,0.992873,0.0000360525,0.97533315,0.987361,0.0000755314,1.43352094,0.988897,0.0000609264,1.32450818,0.988815,0.0000642458,1.31217343,0.997862,0.0000049700,0.43187876,0.993211,0.0000168387,0.64608471,0.993365,0.0000162656,0.64230237,0.989188,0.0000284390,0.90408679,0.989135,0.0000278075,0.88874572,0.989310,0.0000278956,0.85927605,0.0000737447,0.987028,1.36228450,0.996545,0.0000166193,0.72700243,0.989808,0.0000557090,1.12396234,0.992160,0.0000401799,1.01026745,0.983677,0.0000995306,1.60975030,0.987494,0.0000707883,1.40200238,0.985483,0.0000843063,1.46858728,done
selected,208,6864,epithermal_only,0.0001245970,0.987577,1.60005587%,0.0001337037,0.986810,1.66037117,0.0000409849,0.990273,1.04275718,0.997408,0.0000223137,0.83578210,0.990651,0.0000890795,1.30471208,0.990777,0.0000876563,1.30536823,0.985048,0.0001564241,1.86147251,0.985138,0.0001538513,1.84935913,0.985416,0.0001517760,1.77092961,0.997177,0.0000104534,0.61767877,0.993017,0.0000281973,0.86242127,0.992927,0.0000290025,0.86448790,0.989073,0.0000463175,1.13918734,0.988742,0.0000483475,1.14052133,0.989386,0.0000454384,1.10061829,0.0001830537,0.982074,1.92021844,0.996832,0.0000285319,0.95080167,0.987424,0.0001229947,1.50052397,0.988275,0.0001116725,1.45967204,0.979569,0.0002150641,2.15510207,0.981114,0.0001985554,2.09137486,0.979149,0.0002160303,2.09166340,done
selected,208,6864,fast_only,0.0004253012,0.969193,2.41370197%,0.0004627331,0.967480,2.54547731,0.0000891938,0.981124,1.23081147,0.996447,0.0000404912,1.07035142,0.978729,0.0002823824,1.87546756,0.978112,0.0002872010,1.89326594,0.963658,0.0005352895,2.85895789,0.962270,0.0005458834,2.88883496,0.963082,0.0005386941,2.78072572,0.996620,0.0000119612,0.63145903,0.987735,0.0000550880,0.99560918,0.986302,0.0000606119,0.99863909,0.977973,0.0001053927,1.37244399,0.978093,0.0001035329,1.35432730,0.978799,0.0001012568,1.30397489,0.0006296372,0.954594,2.96743481,0.996289,0.0000458878,1.13230394,0.970119,0.0004010716,2.20045667,0.971863,0.0003593200,2.11312693,0.949386,0.0007238962,3.32088167,0.950590,0.0007024370,3.28613430,0.945571,0.0007612085,3.32522259,done
selected,208,6864,keff,0.0000004947,0.874980,0.04925572%,0.0000005209,0.863776,0.05103671,0.0000002636,0.953289,0.03312286,0.867392,0.0000003448,0.04183968,0.857661,0.0000004491,0.04679289,0.870049,0.0000004197,0.04573401,0.837006,0.0000005856,0.05475393,0.827610,0.0000006436,0.05719242,0.863999,0.0000004994,0.05004884,0.865511,0.0000005954,0.06000803,0.953245,0.0000002215,0.03240492,0.945145,0.0000002473,0.03648233,0.940175,0.0000003286,0.03560964,0.945979,0.0000002515,0.03172523,0.954676,0.0000002290,0.02945734,0.0000005472,0.858155,0.05249029,0.850493,0.0000003795,0.04450819,0.856291,0.0000004249,0.04670331,0.860955,0.0000004318,0.04624161,0.829523,0.0000006220,0.05641256,0.825510,0.0000006818,0.05891207,0.858957,0.0000005358,0.05199751,done
selected,208,6864,thermal_only,0.0016644949,0.980654,4.92657970%,0.0017913228,0.979527,5.14386184,0.0005466525,0.990199,2.96843345,0.996121,0.0003855555,2.71493874,0.987646,0.0011576278,4.00919179,0.987451,0.0012514647,4.11499251,0.974712,0.0019721053,5.56157151,0.975201,0.0021236231,5.74684177,0.975113,0.0020431129,5.55710708,0.987458,0.0002804803,2.35679901,0.991593,0.0003939329,2.65518767,0.992816,0.0004072695,2.60722790,0.987869,0.0005856308,3.12688997,0.989237,0.0006465095,3.17892783,0.989079,0.0005967834,3.05974466,0.0024262149,0.971076,6.48783137,0.994163,0.0006033698,3.28338399,0.981720,0.0016825171,5.17247723,0.982694,0.0016518344,5.08283096,0.966977,0.0024894240,6.74944969,0.965346,0.0028542267,7.17680154,0.963302,0.0028390357,7.18724058,done
selected,208,6864,total,0.0000531634,0.990360,1.17827104%,0.0000562205,0.989910,1.21834478,0.0000270929,0.989435,0.84718834,0.996976,0.0000139907,0.67793370,0.992190,0.0000413667,0.99964699,0.993198,0.0000343885,0.94941050,0.987680,0.0000736102,1.41765829,0.989267,0.0000588992,1.30683620,0.989214,0.0000619340,1.28202059,0.996817,0.0000074584,0.53044936,0.992589,0.0000183845,0.67634708,0.992964,0.0000172674,0.66719317,0.988005,0.0000315491,0.93686545,0.988138,0.0000303886,0.92455589,0.988121,0.0000310311,0.90700641,0.0000729971,0.987160,1.35098121,0.996634,0.0000161678,0.71937538,0.990152,0.0000537933,1.10500627,0.992071,0.0000405884,1.00663207,0.983681,0.0000994844,1.61332577,0.987657,0.0000699001,1.39275622,0.985666,0.0000832575,1.44850364,done
selected,221,7293,epithermal_only,0.0001271477,0.987323,1.64570105%,0.0001362933,0.986559,1.70523879,0.0000428041,0.989870,1.08117666,0.996842,0.0000272327,0.93876273,0.990334,0.0000921445,1.36379111,0.990520,0.0000901359,1.36408941,0.984825,0.0001588018,1.88974488,0.984825,0.0001571373,1.88485853,0.985225,0.0001538074,1.81458124,0.996883,0.0000115493,0.66866886,0.992445,0.0000306545,0.90140172,0.992455,0.0000311045,0.91958112,0.988783,0.0000476160,1.16528659,0.988266,0.0000505353,1.18597685,0.989030,0.0000470869,1.13488741,0.0001840803,0.981975,1.94499984,0.996658,0.0000302206,0.98283546,0.987331,0.0001239102,1.52681882,0.988283,0.0001116221,1.48623962,0.979521,0.0002155824,2.16787758,0.980865,0.0002011626,2.11915194,0.979069,0.0002168615,2.11924365,done
selected,221,7293,fast_only,0.0004254546,0.969163,2.35254218%,0.0004637721,0.967393,2.48669864,0.0000807111,0.983058,1.13580342,0.996986,0.0000343416,0.97861158,0.978890,0.0002801697,1.80189797,0.978369,0.0002837683,1.82326101,0.963437,0.0005383081,2.81049468,0.962100,0.0005480655,2.84675544,0.962882,0.0005413454,2.71985890,0.997611,0.0000082983,0.53164030,0.989106,0.0000494920,0.88233754,0.987917,0.0000540187,0.88419010,0.980677,0.0000934451,1.26301721,0.980015,0.0000948177,1.29355088,0.980762,0.0000926290,1.21202946,0.0006348778,0.954236,2.93339591,0.996745,0.0000401704,1.04675722,0.969562,0.0004087687,2.15385397,0.972089,0.0003567477,2.08265226,0.948397,0.0007382507,3.28519548,0.950933,0.0006978648,3.25221915,0.945001,0.0007695002,3.29925181,done
selected,221,7293,keff,0.0000004431,0.888025,0.04670882%,0.0000004638,0.878711,0.04817951,0.0000002805,0.950300,0.03501571,0.868674,0.0000003414,0.04125583,0.872770,0.0000004014,0.04401709,0.884856,0.0000003719,0.04274518,0.854175,0.0000005239,0.05175778,0.850226,0.0000005592,0.05352206,0.878122,0.0000004476,0.04749498,0.861400,0.0000006136,0.06082527,0.950678,0.0000002337,0.03379833,0.946224,0.0000002424,0.03538673,0.932249,0.0000003721,0.03940717,0.946596,0.0000002486,0.03320329,0.950299,0.0000002511,0.03185752,0.0000004988,0.870713,0.05015851,0.852296,0.0000003750,0.04401266,0.869297,0.0000003865,0.04450842,0.870426,0.0000004024,0.04451637,0.843337,0.0000005716,0.05392332,0.844996,0.0000006057,0.05574134,0.871321,0.0000004888,0.04976261,done
selected,221,7293,thermal_only,0.0016646984,0.980673,4.88016187%,0.0017914619,0.979544,5.09314374,0.0005532181,0.990082,3.00473497,0.996776,0.0003221984,2.59038693,0.987866,0.0011392676,3.94347443,0.987654,0.0012338172,4.04635189,0.974789,0.0019669377,5.50567496,0.975097,0.0021339719,5.69772983,0.974949,0.0020581872,5.52530188,0.986112,0.0002965091,2.40268481,0.991232,0.0004079648,2.71094697,0.992547,0.0004211253,2.70773700,0.987992,0.0005814688,3.09047953,0.989227,0.0006470989,3.17324949,0.988924,0.0006059934,3.12470493,0.0023872689,0.971580,6.41878660,0.994875,0.0005362223,3.19102421,0.982351,0.0016307075,5.06240851,0.983683,0.0015617961,4.95116829,0.967252,0.0024717435,6.72919752,0.965844,0.0028156656,7.09966031,0.963672,0.0028129409,7.13434434,done
selected,221,7293,total,0.0000557316,0.989893,1.19675203%,0.0000589132,0.989425,1.23529602,0.0000257788,0.989946,0.83955278,0.997017,0.0000137383,0.66886769,0.991957,0.0000425992,0.99985692,0.992933,0.0000357036,0.95872041,0.987246,0.0000761878,1.42295328,0.988541,0.0000628725,1.34167179,0.988640,0.0000652354,1.30615343,0.996989,0.0000070306,0.51471170,0.992818,0.0000178084,0.67997849,0.992939,0.0000173280,0.69408266,0.988691,0.0000297674,0.92433436,0.988684,0.0000289948,0.90644882,0.988813,0.0000292126,0.89246552,0.0000743590,0.986914,1.36621283,0.996405,0.0000172748,0.74167983,0.989873,0.0000552465,1.11410526,0.992009,0.0000409260,1.01766782,0.983564,0.0001001876,1.61405608,0.987268,0.0000720405,1.42163857,0.985378,0.0000848918,1.46701203,done
selected,234,7722,epithermal_only,0.0001240235,0.987634,1.61403675%,0.0001327290,0.986909,1.66927275,0.0000433990,0.989698,1.09629002,0.996968,0.0000261315,0.93118258,0.990796,0.0000877168,1.31574541,0.990814,0.0000873270,1.33183440,0.985140,0.0001554947,1.85982905,0.985198,0.0001532520,1.85663722,0.985579,0.0001501060,1.77214178,0.996054,0.0000149636,0.73659326,0.992397,0.0000308424,0.93449490,0.992292,0.0000317134,0.92767101,0.988697,0.0000478575,1.17469774,0.988102,0.0000508635,1.19407477,0.988818,0.0000478879,1.14830656,0.0001841348,0.981968,1.93021227,0.996554,0.0000309571,0.99480142,0.987362,0.0001236080,1.51142809,0.988126,0.0001130974,1.48532992,0.979623,0.0002145164,2.15107272,0.981108,0.0001986097,2.09439456,0.978923,0.0002183683,2.10378792,done
selected,234,7722,fast_only,0.0004190806,0.969622,2.36334408%,0.0004563027,0.967917,2.49209912,0.0000861382,0.981811,1.21340085,0.996649,0.0000381755,1.03379130,0.978993,0.0002788507,1.82556921,0.978578,0.0002810523,1.84527820,0.964012,0.0005297505,2.81725183,0.962949,0.0005357859,2.82698115,0.963504,0.0005322487,2.72139101,0.995868,0.0000150166,0.69416310,0.988193,0.0000532167,0.98823762,0.986567,0.0000593176,1.02293123,0.979331,0.0000994303,1.33885455,0.978943,0.0000996338,1.30829954,0.979396,0.0000985852,1.28503874,0.0006336445,0.954313,2.95283176,0.996350,0.0000450585,1.11126442,0.970212,0.0004000129,2.18639687,0.971887,0.0003591378,2.10812490,0.948778,0.0007325968,3.30721447,0.951095,0.0006952759,3.24196188,0.944815,0.0007719429,3.32209302,done
selected,234,7722,keff,0.0000004315,0.890959,0.04626137%,0.0000004526,0.881637,0.04782335,0.0000002637,0.953283,0.03368698,0.866628,0.0000003468,0.04094810,0.877175,0.0000003875,0.04358432,0.886116,0.0000003678,0.04276796,0.859869,0.0000005035,0.05085455,0.854751,0.0000005423,0.05285472,0.879904,0.0000004410,0.04746313,0.878851,0.0000005363,0.05785103,0.958080,0.0000001986,0.03182089,0.952328,0.0000002149,0.03335256,0.943257,0.0000003117,0.03554410,0.944813,0.0000002569,0.03253131,0.948895,0.0000002582,0.03205609,0.0000004922,0.872409,0.04982443,0.858888,0.0000003582,0.04355676,0.870431,0.0000003831,0.04383651,0.866938,0.0000004132,0.04507613,0.846956,0.0000005584,0.05322092,0.848237,0.0000005930,0.05506743,0.872941,0.0000004827,0.04960744,done
selected,234,7722,thermal_only,0.0016264994,0.981120,4.79169768%,0.0017495429,0.980026,5.00028090,0.0005477349,0.990187,2.97742331,0.996689,0.0003300817,2.56208548,0.988119,0.0011154536,3.87556135,0.987961,0.0012028650,3.96774484,0.975251,0.0019316753,5.43029353,0.975810,0.0020729985,5.57764642,0.975558,0.0020086265,5.41885998,0.989108,0.0002449347,2.27739808,0.991533,0.0003956746,2.67850604,0.993002,0.0003975533,2.60714107,0.987594,0.0006000536,3.12387922,0.989404,0.0006361668,3.17134214,0.988968,0.0006033401,3.08863787,0.0023850592,0.971590,6.37872815,0.994672,0.0005530661,3.17579726,0.982201,0.0016435816,5.06383833,0.983490,0.0015772000,4.93632957,0.967480,0.0024527869,6.66418099,0.966216,0.0027843666,7.00828174,0.963550,0.0028211572,7.10811287,done
selected,234,7722,total,0.0000528919,0.990407,1.15562551%,0.0000559011,0.989965,1.19412311,0.0000261212,0.989806,0.81220880,0.997079,0.0000135126,0.66590846,0.992290,0.0000408268,0.96500010,0.993254,0.0000341194,0.92887550,0.987759,0.0000731147,1.39049736,0.989338,0.0000585200,1.28489481,0.989234,0.0000618025,1.25935824,0.997690,0.0000053791,0.43189079,0.993099,0.0000171081,0.64295726,0.993323,0.0000163693,0.64519957,0.988341,0.0000306515,0.91818610,0.988376,0.0000297471,0.87495489,0.988500,0.0000300264,0.87162718,0.0000732530,0.987112,1.34752131,0.996480,0.0000168902,0.72892469,0.989976,0.0000547528,1.09664826,0.992046,0.0000407565,1.00464235,0.983678,0.0000995163,1.60965325,0.987748,0.0000693488,1.38203379,0.985570,0.0000837848,1.44883628,done
selected,247,8151,epithermal_only,0.0001230776,0.987729,1.61216160%,0.0001316822,0.987009,1.66908244,0.0000439453,0.989606,1.08328221,0.997078,0.0000251273,0.89268676,0.990780,0.0000878427,1.32262910,0.990856,0.0000869051,1.32818265,0.985273,0.0001540645,1.86235273,0.985330,0.0001518454,1.86111117,0.985700,0.0001488279,1.77025029,0.997092,0.0000108616,0.60966660,0.992459,0.0000307300,0.91931880,0.992377,0.0000315046,0.93197940,0.988333,0.0000494792,1.16798026,0.988117,0.0000510780,1.16781926,0.988617,0.0000489209,1.14322138,0.0001833654,0.982044,1.93329762,0.996867,0.0000282167,0.95342117,0.987172,0.0001253944,1.52482811,0.988365,0.0001108312,1.48045017,0.979447,0.0002163617,2.16644330,0.981246,0.0001971850,2.09745148,0.979111,0.0002164308,2.10367938,done
selected,247,8151,fast_only,0.0004182237,0.969683,2.41358725%,0.0004548835,0.968016,2.54014121,0.0000907404,0.980743,1.28361994,0.996442,0.0000405455,1.06729075,0.978689,0.0002828620,1.88266869,0.978173,0.0002863492,1.89810197,0.964541,0.0005219913,2.85886723,0.963129,0.0005331447,2.86965249,0.963640,0.0005302458,2.77193069,0.994673,0.0000192252,0.79967523,0.987133,0.0000579646,1.05243631,0.985776,0.0000627061,1.08313053,0.978448,0.0001032001,1.37797643,0.977710,0.0001047858,1.39890829,0.978198,0.0001037174,1.36301726,0.0006224059,0.955117,2.96173927,0.996261,0.0000461626,1.14612380,0.970533,0.0003956183,2.21911946,0.971848,0.0003596669,2.13512263,0.950103,0.0007136022,3.30562030,0.952142,0.0006803180,3.24212150,0.945713,0.0007592060,3.32448710,done
selected,247,8151,keff,0.0000004167,0.894688,0.04532062%,0.0000004385,0.885308,0.04684313,0.0000002419,0.957140,0.03340976,0.887171,0.0000002934,0.03828934,0.885924,0.0000003599,0.04185251,0.887612,0.0000003630,0.04203998,0.865355,0.0000004837,0.04984936,0.853627,0.0000005465,0.05279675,0.884150,0.0000004254,0.04634060,0.899581,0.0000004446,0.05256369,0.964054,0.0000001703,0.02782676,0.956271,0.0000001971,0.03180489,0.942731,0.0000003146,0.03748900,0.944107,0.0000002602,0.03510041,0.956801,0.0000002183,0.03132461,0.0000004743,0.877053,0.04884029,0.879401,0.0000003062,0.04004197,0.882042,0.0000003488,0.04217811,0.874863,0.0000003886,0.04366574,0.854206,0.0000005319,0.05208690,0.846414,0.0000006001,0.05522813,0.877050,0.0000004671,0.04870426,done
selected,247,8151,thermal_only,0.0016572564,0.980742,4.78672591%,0.0017833912,0.979621,4.99374360,0.0005491161,0.990165,2.95389169,0.996878,0.0003096664,2.50648662,0.987857,0.0011384703,3.84840775,0.987892,0.0012088309,3.92721196,0.974730,0.0019711081,5.40234130,0.975009,0.0021394539,5.65314772,0.975145,0.0020408054,5.40430327,0.987513,0.0002710632,2.29586779,0.991709,0.0003864319,2.61980598,0.992892,0.0004056973,2.57305794,0.987950,0.0005824760,3.06574436,0.988791,0.0006717165,3.22718083,0.989119,0.0005963414,3.05446261,0.0023984234,0.971431,6.34780335,0.994669,0.0005530952,3.09362440,0.982300,0.0016348099,5.00504614,0.983640,0.0015646093,4.84280952,0.967228,0.0024721620,6.64876005,0.965614,0.0028330516,7.02674704,0.963423,0.0028310006,7.07918006,done
selected,247,8151,total,0.0000531865,0.990348,1.16851507%,0.0000562864,0.989888,1.20892598,0.0000255317,0.990040,0.81287761,0.996711,0.0000152717,0.72246847,0.992216,0.0000411848,0.98023242,0.993254,0.0000340831,0.93874253,0.987673,0.0000735633,1.40348317,0.989195,0.0000592291,1.30528054,0.989188,0.0000620295,1.27030057,0.996091,0.0000090852,0.54037693,0.992437,0.0000187543,0.67768763,0.992558,0.0000182451,0.66936025,0.988913,0.0000291711,0.88930148,0.989343,0.0000272929,0.85266130,0.988939,0.0000288900,0.87038467,0.0000739250,0.986995,1.36139645,0.996445,0.0000170811,0.74707218,0.989607,0.0000566844,1.13359161,0.992009,0.0000409192,1.01566430,0.983328,0.0001016100,1.62284060,0.987664,0.0000698977,1.39774537,0.985608,0.0000835976,1.45504155,done
selected,256,8448,epithermal_only,0.0001230401,0.987732,1.58434236%,0.0001321693,0.986964,1.64731859,0.0000399009,0.990526,1.01483552,0.997304,0.0000232277,0.85627938,0.990947,0.0000862695,1.28492586,0.991047,0.0000851090,1.28266230,0.985205,0.0001547973,1.84871936,0.985183,0.0001533949,1.83762584,0.985560,0.0001503076,1.75973419,0.996879,0.0000115379,0.59774378,0.992924,0.0000286289,0.86137077,0.993034,0.0000286520,0.85090190,0.989523,0.0000442699,1.09735127,0.989065,0.0000468950,1.12042810,0.989704,0.0000440900,1.06133847,0.0001860449,0.981781,1.93055885,0.996837,0.0000285016,0.94000771,0.987094,0.0001262156,1.50159470,0.988224,0.0001121654,1.46857317,0.979216,0.0002187985,2.17046570,0.980942,0.0002003689,2.09633038,0.978741,0.0002202476,2.10752129,done
selected,256,8448,fast_only,0.0004235457,0.969299,2.36009677%,0.0004608894,0.967594,2.49028288,0.0000900591,0.980984,1.19904441,0.996678,0.0000378286,1.02212826,0.978924,0.0002797223,1.82114181,0.978236,0.0002854564,1.84470313,0.963551,0.0005366023,2.80608966,0.962597,0.0005408295,2.83302042,0.963169,0.0005371847,2.72159721,0.996764,0.0000126926,0.60631728,0.988057,0.0000544088,0.95130286,0.986890,0.0000587598,0.95959639,0.978248,0.0001042924,1.32836116,0.977721,0.0001050780,1.32092713,0.978169,0.0001041966,1.28523513,0.0006411212,0.953775,2.94792436,0.996412,0.0000443300,1.11255743,0.969065,0.0004153149,2.19540524,0.971637,0.0003622442,2.09277104,0.948456,0.0007372524,3.30351377,0.950994,0.0006967883,3.22623393,0.944004,0.0007833465,3.32031770,done
selected,256,8448,keff,0.0000003994,0.899063,0.04450483%,0.0000004167,0.891020,0.04567660,0.0000002570,0.954453,0.03487106,0.887719,0.0000002919,0.03814552,0.888697,0.0000003512,0.04117919,0.893977,0.0000003424,0.04133930,0.871275,0.0000004625,0.04864903,0.857799,0.0000005309,0.05243385,0.892794,0.0000003937,0.04438425,0.893809,0.0000004701,0.05509420,0.958297,0.0000001976,0.03112824,0.957510,0.0000001916,0.02990989,0.935426,0.0000003547,0.04021393,0.946128,0.0000002508,0.03522631,0.953439,0.0000002353,0.03323806,0.0000004577,0.881349,0.04812450,0.873627,0.0000003208,0.04083355,0.880665,0.0000003529,0.04239414,0.883393,0.0000003621,0.04224371,0.857038,0.0000005216,0.05163078,0.853427,0.0000005727,0.05439940,0.882437,0.0000004466,0.04771389,done
selected,256,8448,thermal_only,0.0016035128,0.981386,4.74564924%,0.0017252085,0.980303,4.95274044,0.0005329037,0.990495,2.86926828,0.996843,0.0003145807,2.52012664,0.988365,0.0010922009,3.81702365,0.988110,0.0011882216,3.92502748,0.975710,0.0018958184,5.36978452,0.976024,0.0020547684,5.54493484,0.975869,0.0019826742,5.37198227,0.989233,0.0002383075,2.18097771,0.991800,0.0003857528,2.55736665,0.993126,0.0003934375,2.51880027,0.987929,0.0005850729,3.03267223,0.989833,0.0006135981,3.02450008,0.989318,0.0005865605,2.98809782,0.0023651370,0.971833,6.33510718,0.995003,0.0005175885,3.07914695,0.982412,0.0016246896,5.01137762,0.983616,0.0015675315,4.89113635,0.967530,0.0024501491,6.63684882,0.966672,0.0027463925,6.95895065,0.963840,0.0027991579,7.06710693,done
selected,256,8448,total,0.0000544675,0.990117,1.18875517%,0.0000577879,0.989619,1.23228515,0.0000259042,0.989895,0.81807855,0.996209,0.0000175576,0.76671564,0.991801,0.0000434217,1.02373406,0.992988,0.0000354351,0.96679684,0.987429,0.0000750115,1.42394004,0.988948,0.0000605954,1.31920255,0.988956,0.0000633645,1.28980961,0.996894,0.0000072304,0.47419216,0.992541,0.0000184952,0.65449295,0.992889,0.0000174532,0.68261200,0.988498,0.0000302569,0.89509154,0.989090,0.0000279357,0.86301160,0.988681,0.0000295549,0.88544679,0.0000749936,0.986806,1.37512967,0.996174,0.0000185648,0.76871069,0.989542,0.0000570304,1.15391131,0.991856,0.0000417102,1.03360259,0.983501,0.0001005680,1.62059833,0.987180,0.0000726578,1.42142348,0.985330,0.0000851743,1.46753194,done
random,13,429,epithermal_only,0.0002321067,0.976865,2.52593332%,0.0002190897,0.978419,2.51393592,0.0000601377,0.985469,1.41977310,0.992404,0.0000656505,1.48323749,0.984192,0.0001509920,2.06047501,0.984106,0.0001513913,2.05403449,0.975845,0.0002531163,2.75532704,0.976223,0.0002464501,2.70828656,0.976346,0.0002464481,2.68641069,0.993675,0.0000233881,0.89365328,0.988690,0.0000449830,1.18940475,0.988631,0.0000459707,1.22123662,0.983804,0.0000670884,1.53152650,0.983509,0.0000693868,1.57274959,0.984601,0.0000648742,1.47421976,0.0002160317,0.978893,2.49125017,0.990206,0.0000896240,1.67706924,0.982867,0.0001684318,2.18577421,0.983738,0.0001551809,2.11306184,0.977269,0.0002398615,2.64931687,0.976750,0.0002449686,2.68047930,0.977212,0.0002363673,2.61356267,done
random,13,429,fast_only,0.0008637772,0.937332,4.09679855%,0.0008471876,0.940460,4.13321819,0.0001114204,0.975663,1.73075708,0.987397,0.0001435557,2.08765531,0.961370,0.0005124922,3.20378062,0.960875,0.0005130867,3.18426105,0.932814,0.0009895884,4.54590447,0.932105,0.0009823174,4.50316406,0.932172,0.0009899903,4.53849726,0.990158,0.0000350152,1.09440756,0.982493,0.0000762087,1.43937509,0.981814,0.0000783387,1.45571419,0.973369,0.0001241491,1.82233120,0.972634,0.0001254765,1.85461781,0.972406,0.0001271595,1.86487707,0.0008460420,0.938886,4.14168118,0.983787,0.0002007532,2.38539225,0.958035,0.0005627365,3.38697934,0.957782,0.0005372917,3.24103830,0.930521,0.0009919191,4.53330623,0.933325,0.0009472352,4.43489454,0.930216,0.0009738102,4.49788399,done
random,13,429,keff,0.0000025080,0.366224,0.11456755%,0.0000024632,0.355772,0.11359388,0.0000032038,0.432309,0.13001822,0.421217,0.0000015048,0.08977371,0.362690,0.0000020107,0.10203232,0.329300,0.0000021663,0.10633833,0.260856,0.0000026555,0.11713120,0.253709,0.0000027862,0.12360971,0.309606,0.0000025353,0.11507470,0.210854,0.0000034936,0.14886396,0.391853,0.0000028814,0.12732614,0.390437,0.0000027481,0.12475368,0.405873,0.0000032633,0.12634608,0.197898,0.0000037337,0.14138457,0.377722,0.0000031443,0.12725285,0.0000026084,0.323875,0.11701460,0.390140,0.0000015482,0.09007214,0.348845,0.0000019254,0.10176887,0.315966,0.0000021242,0.10646408,0.215377,0.0000028627,0.12202888,0.221472,0.0000030421,0.12892810,0.278163,0.0000027421,0.11940208,done
random,13,429,thermal_only,0.0033898978,0.959977,7.68736090%,0.0028753840,0.966713,7.04856919,0.0008152158,0.984918,4.81539426,0.982438,0.0016959505,5.44301187,0.975528,0.0022333031,6.09063562,0.975806,0.0023630960,6.25969242,0.959649,0.0031049061,7.50933592,0.962413,0.0031913234,7.44987003,0.962057,0.0030857289,7.33360196,0.975400,0.0005198271,4.02317936,0.986580,0.0005993886,4.07931562,0.989271,0.0005828672,4.07529774,0.973570,0.0012059561,5.81183525,0.985571,0.0008453037,5.08648038,0.985571,0.0007788095,4.73970701,0.0034094282,0.958711,7.74840679,0.972556,0.0027907792,6.18851865,0.965558,0.0030897792,6.98217145,0.963989,0.0033409659,7.25295639,0.955374,0.0033064703,7.90965198,0.955202,0.0036623168,8.11492771,0.954001,0.0035155575,8.03550533,done
random,13,429,total,0.0001189280,0.978447,1.93167267%,0.0001264342,0.977321,1.99518776,0.0000544293,0.978739,1.42324576,0.989527,0.0000484637,1.29239275,0.982087,0.0000951582,1.72234353,0.982582,0.0000880669,1.65870946,0.974501,0.0001525955,2.20969500,0.975293,0.0001355596,2.10006074,0.975876,0.0001385029,2.09717140,0.986769,0.0000307797,1.02187366,0.982731,0.0000427656,1.22261625,0.982453,0.0000430115,1.23210626,0.977112,0.0000600822,1.50388757,0.975731,0.0000620804,1.57849042,0.977970,0.0000574419,1.46933987,0.0001212064,0.978783,1.96566559,0.987756,0.0000602086,1.40370959,0.982137,0.0000984076,1.76619116,0.983420,0.0000852030,1.64927733,0.976616,0.0001429888,2.13375256,0.977041,0.0001306927,2.06794347,0.977673,0.0001302726,2.04942162,done
random,26,858,epithermal_only,0.0001834393,0.981715,2.21179811%,0.0001820901,0.982049,2.22432589,0.0000572435,0.986294,1.31492315,0.993578,0.0000552259,1.32276079,0.986690,0.0001268771,1.80749313,0.986199,0.0001312479,1.85571393,0.980302,0.0002062554,2.41302717,0.979978,0.0002073972,2.41938702,0.980479,0.0002032777,2.36939003,0.992604,0.0000274175,0.99708704,0.988373,0.0000465134,1.21054630,0.988091,0.0000484361,1.23874788,0.986030,0.0000586885,1.30724123,0.985013,0.0000638884,1.39597303,0.985334,0.0000621965,1.36490957,0.0001852195,0.981873,2.23696059,0.992674,0.0000657224,1.43001718,0.985796,0.0001390745,1.87643724,0.986299,0.0001305140,1.86490107,0.980535,0.0002050730,2.38934183,0.980252,0.0002076926,2.40899921,0.979965,0.0002076639,2.38641216,done
